時間,設備,值
2024-10-26 13:30:36,SA-23/TEMPERATURE,28.92
2024-10-26 13:30:38,SA-23/TEMPERATURE,28.45
2024-10-26 13:30:46,SA-23/TEMPERATURE,28.92
2024-10-26 13:30:50,SA-23/TEMPERATURE,28.45
2024-10-26 13:30:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:30:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:31:02,SA-23/TEMPERATURE,28.92
2024-10-26 13:31:04,SA-23/TEMPERATURE,28.45
2024-10-26 13:31:10,SA-23/TEMPERATURE,28.92
2024-10-26 13:31:14,SA-23/TEMPERATURE,28.45
2024-10-26 13:31:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:31:20,SA-23/TEMPERATURE,28.45
2024-10-26 13:31:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:31:24,SA-23/TEMPERATURE,28.45
2024-10-26 13:31:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:31:28,SA-23/TEMPERATURE,28.45
2024-10-26 13:31:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:31:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:31:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:31:44,SA-23/TEMPERATURE,28.45
2024-10-26 13:31:58,SA-23/TEMPERATURE,28.92
2024-10-26 13:32:00,SA-23/TEMPERATURE,28.45
2024-10-26 13:32:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:32:11,SA-23/TEMPERATURE,28.45
2024-10-26 13:32:14,SA-23/TEMPERATURE,28.92
2024-10-26 13:32:16,SA-23/TEMPERATURE,28.45
2024-10-26 13:32:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:32:24,SA-23/TEMPERATURE,28.45
2024-10-26 13:32:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:32:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:32:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:32:46,SA-23/TEMPERATURE,28.45
2024-10-26 13:32:48,SA-23/TEMPERATURE,28.92
2024-10-26 13:32:52,SA-23/TEMPERATURE,28.45
2024-10-26 13:32:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:32:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:33:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:33:02,SA-23/TEMPERATURE,28.45
2024-10-26 13:33:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:33:12,SA-23/TEMPERATURE,28.45
2024-10-26 13:33:18,SA-23/TEMPERATURE,28.92
2024-10-26 13:33:20,SA-23/TEMPERATURE,28.45
2024-10-26 13:33:23,SA-23/TEMPERATURE,28.92
2024-10-26 13:33:28,SA-23/TEMPERATURE,28.45
2024-10-26 13:33:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:33:38,SA-23/TEMPERATURE,28.45
2024-10-26 13:33:40,SA-23/TEMPERATURE,28.92
2024-10-26 13:33:48,SA-23/TEMPERATURE,28.45
2024-10-26 13:33:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:33:56,SA-23/TEMPERATURE,28.45
2024-10-26 13:33:58,SA-23/TEMPERATURE,28.92
2024-10-26 13:34:12,SA-23/TEMPERATURE,28.45
2024-10-26 13:34:14,SA-23/TEMPERATURE,28.92
2024-10-26 13:34:16,SA-23/TEMPERATURE,28.45
2024-10-26 13:34:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:34:22,SA-23/TEMPERATURE,28.45
2024-10-26 13:34:24,SA-23/TEMPERATURE,28.92
2024-10-26 13:34:26,SA-23/TEMPERATURE,28.45
2024-10-26 13:34:28,SA-23/TEMPERATURE,28.92
2024-10-26 13:34:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:34:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:34:50,SA-23/TEMPERATURE,28.45
2024-10-26 13:34:52,SA-23/TEMPERATURE,28.92
2024-10-26 13:34:54,SA-23/TEMPERATURE,28.45
2024-10-26 13:34:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:34:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:35:02,SA-23/TEMPERATURE,28.92
2024-10-26 13:35:36,SA-23/TEMPERATURE,28.45
2024-10-26 13:35:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:35:40,SA-23/TEMPERATURE,28.45
2024-10-26 13:35:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:35:48,SA-23/TEMPERATURE,28.45
2024-10-26 13:35:52,SA-23/TEMPERATURE,28.92
2024-10-26 13:35:58,SA-23/TEMPERATURE,28.45
2024-10-26 13:36:04,SA-23/TEMPERATURE,28.92
2024-10-26 13:36:20,SA-23/TEMPERATURE,28.45
2024-10-26 13:36:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:36:26,SA-23/TEMPERATURE,28.45
2024-10-26 13:36:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:36:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:36:34,SA-23/TEMPERATURE,28.92
2024-10-26 13:36:38,SA-23/TEMPERATURE,28.45
2024-10-26 13:36:40,SA-23/TEMPERATURE,28.92
2024-10-26 13:36:54,SA-23/TEMPERATURE,28.45
2024-10-26 13:36:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:37:06,SA-23/TEMPERATURE,28.45
2024-10-26 13:37:10,SA-23/TEMPERATURE,28.92
2024-10-26 13:37:14,SA-23/TEMPERATURE,28.45
2024-10-26 13:37:18,SA-23/TEMPERATURE,28.92
2024-10-26 13:37:24,SA-23/TEMPERATURE,28.45
2024-10-26 13:37:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:37:30,SA-23/TEMPERATURE,28.45
2024-10-26 13:37:32,SA-23/TEMPERATURE,28.92
2024-10-26 13:37:38,SA-23/TEMPERATURE,28.45
2024-10-26 13:37:40,SA-23/TEMPERATURE,28.92
2024-10-26 13:37:42,SA-23/TEMPERATURE,28.45
2024-10-26 13:37:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:38:04,SA-23/TEMPERATURE,29.39
2024-10-26 13:38:06,SA-23/TEMPERATURE,28.92
2024-10-26 13:40:06,SA-23/TEMPERATURE,29.39
2024-10-26 13:40:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:41:46,SA-23/TEMPERATURE,29.39
2024-10-26 13:41:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:42:24,SA-23/TEMPERATURE,29.39
2024-10-26 13:42:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:42:38,SA-23/TEMPERATURE,29.39
2024-10-26 13:42:40,SA-23/TEMPERATURE,28.92
2024-10-26 13:44:20,SA-23/TEMPERATURE,29.39
2024-10-26 13:44:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:44:46,SA-23/TEMPERATURE,29.85
2024-10-26 13:44:48,SA-23/TEMPERATURE,28.92
2024-10-26 13:44:58,SA-23/TEMPERATURE,29.39
2024-10-26 13:45:02,SA-23/TEMPERATURE,28.92
2024-10-26 13:46:24,SA-23/TEMPERATURE,29.39
2024-10-26 13:46:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:46:38,SA-23/TEMPERATURE,29.39
2024-10-26 13:46:40,SA-23/TEMPERATURE,28.92
2024-10-26 13:46:44,SA-23/TEMPERATURE,29.39
2024-10-26 13:46:46,SA-23/TEMPERATURE,28.92
2024-10-26 13:46:54,SA-23/TEMPERATURE,29.39
2024-10-26 13:46:57,SA-23/TEMPERATURE,28.92
2024-10-26 13:47:04,SA-23/TEMPERATURE,29.39
2024-10-26 13:47:06,SA-23/TEMPERATURE,28.92
2024-10-26 13:47:14,SA-23/TEMPERATURE,29.39
2024-10-26 13:47:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:47:34,SA-23/TEMPERATURE,29.39
2024-10-26 13:47:36,SA-23/TEMPERATURE,28.92
2024-10-26 13:47:57,SA-23/TEMPERATURE,29.39
2024-10-26 13:47:58,SA-23/TEMPERATURE,28.92
2024-10-26 13:48:14,SA-23/TEMPERATURE,29.39
2024-10-26 13:48:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:48:19,SA-23/TEMPERATURE,29.39
2024-10-26 13:48:20,SA-23/TEMPERATURE,29.85
2024-10-26 13:48:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:48:36,SA-23/TEMPERATURE,29.39
2024-10-26 13:48:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:49:16,SA-23/TEMPERATURE,29.39
2024-10-26 13:49:18,SA-23/TEMPERATURE,28.92
2024-10-26 13:49:22,SA-23/TEMPERATURE,29.39
2024-10-26 13:49:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:49:32,SA-23/TEMPERATURE,28.45
2024-10-26 13:49:32,SA-23/TEMPERATURE,28.92
2024-10-26 13:49:46,SA-23/TEMPERATURE,29.85
2024-10-26 13:49:49,SA-23/TEMPERATURE,28.92
2024-10-26 13:50:06,SA-23/TEMPERATURE,29.85
2024-10-26 13:50:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:50:12,SA-23/TEMPERATURE,29.39
2024-10-26 13:50:14,SA-23/TEMPERATURE,28.92
2024-10-26 13:50:34,SA-23/TEMPERATURE,29.39
2024-10-26 13:50:36,SA-23/TEMPERATURE,28.92
2024-10-26 13:50:42,SA-23/TEMPERATURE,29.39
2024-10-26 13:50:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:51:08,SA-23/TEMPERATURE,29.39
2024-10-26 13:51:10,SA-23/TEMPERATURE,28.92
2024-10-26 13:51:21,SA-23/TEMPERATURE,29.39
2024-10-26 13:51:22,SA-23/TEMPERATURE,28.92
2024-10-26 13:51:28,SA-23/TEMPERATURE,29.85
2024-10-26 13:51:30,SA-23/TEMPERATURE,29.39
2024-10-26 13:51:32,SA-23/TEMPERATURE,28.92
2024-10-26 13:51:38,SA-23/TEMPERATURE,29.85
2024-10-26 13:51:40,SA-23/TEMPERATURE,28.92
2024-10-26 13:51:48,SA-23/TEMPERATURE,29.39
2024-10-26 13:51:52,SA-23/TEMPERATURE,28.92
2024-10-26 13:51:56,SA-23/TEMPERATURE,29.85
2024-10-26 13:52:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:52:06,SA-23/TEMPERATURE,29.39
2024-10-26 13:52:10,SA-23/TEMPERATURE,28.92
2024-10-26 13:52:16,SA-23/TEMPERATURE,29.85
2024-10-26 13:52:18,SA-23/TEMPERATURE,29.39
2024-10-26 13:52:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:52:24,SA-23/TEMPERATURE,29.85
2024-10-26 13:52:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:52:28,SA-23/TEMPERATURE,29.85
2024-10-26 13:52:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:52:34,SA-23/TEMPERATURE,29.39
2024-10-26 13:52:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:52:40,SA-23/TEMPERATURE,29.85
2024-10-26 13:52:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:52:48,SA-23/TEMPERATURE,29.39
2024-10-26 13:52:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:52:52,SA-23/TEMPERATURE,29.39
2024-10-26 13:52:54,SA-23/TEMPERATURE,28.92
2024-10-26 13:53:24,SA-23/TEMPERATURE,29.39
2024-10-26 13:53:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:53:28,SA-23/TEMPERATURE,29.39
2024-10-26 13:53:30,SA-23/TEMPERATURE,28.92
2024-10-26 13:53:32,SA-23/TEMPERATURE,29.39
2024-10-26 13:53:34,SA-23/TEMPERATURE,29.85
2024-10-26 13:53:36,SA-23/TEMPERATURE,29.39
2024-10-26 13:53:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:53:46,SA-23/TEMPERATURE,29.85
2024-10-26 13:53:48,SA-23/TEMPERATURE,29.39
2024-10-26 13:53:52,SA-23/TEMPERATURE,28.92
2024-10-26 13:53:54,SA-23/TEMPERATURE,29.39
2024-10-26 13:53:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:54:02,SA-23/TEMPERATURE,29.85
2024-10-26 13:54:07,SA-23/TEMPERATURE,28.92
2024-10-26 13:54:10,SA-23/TEMPERATURE,29.39
2024-10-26 13:54:14,SA-23/TEMPERATURE,28.92
2024-10-26 13:54:17,SA-23/TEMPERATURE,29.85
2024-10-26 13:54:19,SA-23/TEMPERATURE,28.92
2024-10-26 13:54:22,SA-23/TEMPERATURE,29.39
2024-10-26 13:54:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:54:36,SA-23/TEMPERATURE,29.39
2024-10-26 13:54:38,SA-23/TEMPERATURE,29.85
2024-10-26 13:54:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:54:51,SA-23/TEMPERATURE,29.39
2024-10-26 13:54:52,SA-23/TEMPERATURE,28.92
2024-10-26 13:54:58,SA-23/TEMPERATURE,29.39
2024-10-26 13:55:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:55:02,SA-23/TEMPERATURE,29.39
2024-10-26 13:55:04,SA-23/TEMPERATURE,29.85
2024-10-26 13:55:06,SA-23/TEMPERATURE,28.92
2024-10-26 13:55:08,SA-23/TEMPERATURE,29.85
2024-10-26 13:55:10,SA-23/TEMPERATURE,28.92
2024-10-26 13:55:16,SA-23/TEMPERATURE,29.85
2024-10-26 13:55:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:55:24,SA-23/TEMPERATURE,29.39
2024-10-26 13:55:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:55:36,SA-23/TEMPERATURE,29.39
2024-10-26 13:55:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:55:58,SA-23/TEMPERATURE,29.39
2024-10-26 13:56:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:56:04,SA-23/TEMPERATURE,29.39
2024-10-26 13:56:06,SA-23/TEMPERATURE,28.92
2024-10-26 13:56:36,SA-23/TEMPERATURE,29.39
2024-10-26 13:56:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:56:40,SA-23/TEMPERATURE,29.39
2024-10-26 13:56:44,SA-23/TEMPERATURE,28.92
2024-10-26 13:56:46,SA-23/TEMPERATURE,29.39
2024-10-26 13:56:48,SA-23/TEMPERATURE,29.85
2024-10-26 13:56:50,SA-23/TEMPERATURE,29.39
2024-10-26 13:56:52,SA-23/TEMPERATURE,29.85
2024-10-26 13:56:54,SA-23/TEMPERATURE,29.39
2024-10-26 13:56:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:56:58,SA-23/TEMPERATURE,29.39
2024-10-26 13:57:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:02,SA-23/TEMPERATURE,29.39
2024-10-26 13:57:06,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:08,SA-23/TEMPERATURE,29.85
2024-10-26 13:57:12,SA-23/TEMPERATURE,29.39
2024-10-26 13:57:16,SA-23/TEMPERATURE,29.85
2024-10-26 13:57:18,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:20,SA-23/TEMPERATURE,29.85
2024-10-26 13:57:22,SA-23/TEMPERATURE,29.39
2024-10-26 13:57:24,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:26,SA-23/TEMPERATURE,29.39
2024-10-26 13:57:28,SA-23/TEMPERATURE,29.85
2024-10-26 13:57:34,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:36,SA-23/TEMPERATURE,29.39
2024-10-26 13:57:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:40,SA-23/TEMPERATURE,29.85
2024-10-26 13:57:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:44,SA-23/TEMPERATURE,29.39
2024-10-26 13:57:48,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:54,SA-23/TEMPERATURE,29.85
2024-10-26 13:57:56,SA-23/TEMPERATURE,28.92
2024-10-26 13:57:58,SA-23/TEMPERATURE,29.39
2024-10-26 13:58:00,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:04,SA-23/TEMPERATURE,29.39
2024-10-26 13:58:08,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:16,SA-23/TEMPERATURE,29.85
2024-10-26 13:58:16,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:18,SA-23/TEMPERATURE,29.39
2024-10-26 13:58:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:22,SA-23/TEMPERATURE,29.39
2024-10-26 13:58:26,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:30,SA-23/TEMPERATURE,29.39
2024-10-26 13:58:32,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:36,SA-23/TEMPERATURE,29.85
2024-10-26 13:58:38,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:40,SA-23/TEMPERATURE,29.85
2024-10-26 13:58:42,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:46,SA-23/TEMPERATURE,29.39
2024-10-26 13:58:50,SA-23/TEMPERATURE,28.92
2024-10-26 13:58:54,SA-23/TEMPERATURE,29.85
2024-10-26 13:58:56,SA-23/TEMPERATURE,29.39
2024-10-26 13:58:58,SA-23/TEMPERATURE,29.85
2024-10-26 13:59:08,SA-23/TEMPERATURE,29.39
2024-10-26 13:59:10,SA-23/TEMPERATURE,29.85
2024-10-26 13:59:14,SA-23/TEMPERATURE,28.92
2024-10-26 13:59:16,SA-23/TEMPERATURE,29.39
2024-10-26 13:59:20,SA-23/TEMPERATURE,28.92
2024-10-26 13:59:38,SA-23/TEMPERATURE,29.39
2024-10-26 13:59:40,SA-23/TEMPERATURE,28.92
2024-10-26 13:59:44,SA-23/TEMPERATURE,29.39
2024-10-26 13:59:50,SA-23/TEMPERATURE,29.85
2024-10-26 13:59:52,SA-23/TEMPERATURE,29.39
2024-10-26 13:59:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:00:00,SA-23/TEMPERATURE,29.85
2024-10-26 14:00:04,SA-23/TEMPERATURE,29.39
2024-10-26 14:00:06,SA-23/TEMPERATURE,28.92
2024-10-26 14:00:16,SA-23/TEMPERATURE,29.39
2024-10-26 14:00:18,SA-23/TEMPERATURE,29.85
2024-10-26 14:00:20,SA-23/TEMPERATURE,28.92
2024-10-26 14:00:30,SA-23/TEMPERATURE,29.39
2024-10-26 14:00:36,SA-23/TEMPERATURE,28.92
2024-10-26 14:00:40,SA-23/TEMPERATURE,29.85
2024-10-26 14:00:42,SA-23/TEMPERATURE,29.39
2024-10-26 14:00:46,SA-23/TEMPERATURE,28.92
2024-10-26 14:00:48,SA-23/TEMPERATURE,29.39
2024-10-26 14:00:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:01:00,SA-23/TEMPERATURE,29.39
2024-10-26 14:01:02,SA-23/TEMPERATURE,28.92
2024-10-26 14:01:04,SA-23/TEMPERATURE,29.39
2024-10-26 14:01:06,SA-23/TEMPERATURE,28.92
2024-10-26 14:01:10,SA-23/TEMPERATURE,29.39
2024-10-26 14:01:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:01:24,SA-23/TEMPERATURE,29.39
2024-10-26 14:01:26,SA-23/TEMPERATURE,28.92
2024-10-26 14:01:34,SA-23/TEMPERATURE,29.39
2024-10-26 14:01:40,SA-23/TEMPERATURE,28.92
2024-10-26 14:01:42,SA-23/TEMPERATURE,29.39
2024-10-26 14:01:46,SA-23/TEMPERATURE,28.92
2024-10-26 14:01:54,SA-23/TEMPERATURE,29.39
2024-10-26 14:01:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:01:58,SA-23/TEMPERATURE,29.39
2024-10-26 14:02:00,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:06,SA-23/TEMPERATURE,29.85
2024-10-26 14:02:10,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:12,SA-23/TEMPERATURE,29.39
2024-10-26 14:02:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:20,SA-23/TEMPERATURE,29.39
2024-10-26 14:02:24,SA-23/TEMPERATURE,29.85
2024-10-26 14:02:26,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:28,SA-23/TEMPERATURE,29.85
2024-10-26 14:02:30,SA-23/TEMPERATURE,29.39
2024-10-26 14:02:32,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:36,SA-23/TEMPERATURE,29.39
2024-10-26 14:02:38,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:40,SA-23/TEMPERATURE,29.85
2024-10-26 14:02:42,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:46,SA-23/TEMPERATURE,29.39
2024-10-26 14:02:49,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:50,SA-23/TEMPERATURE,29.85
2024-10-26 14:02:52,SA-23/TEMPERATURE,28.92
2024-10-26 14:02:54,SA-23/TEMPERATURE,29.85
2024-10-26 14:03:00,SA-23/TEMPERATURE,29.39
2024-10-26 14:03:02,SA-23/TEMPERATURE,29.85
2024-10-26 14:03:05,SA-23/TEMPERATURE,29.39
2024-10-26 14:03:08,SA-23/TEMPERATURE,29.85
2024-10-26 14:03:10,SA-23/TEMPERATURE,28.92
2024-10-26 14:03:12,SA-23/TEMPERATURE,29.39
2024-10-26 14:03:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:03:16,SA-23/TEMPERATURE,29.85
2024-10-26 14:03:18,SA-23/TEMPERATURE,28.92
2024-10-26 14:03:20,SA-23/TEMPERATURE,29.39
2024-10-26 14:03:22,SA-23/TEMPERATURE,29.85
2024-10-26 14:03:24,SA-23/TEMPERATURE,29.39
2024-10-26 14:03:30,SA-23/TEMPERATURE,29.85
2024-10-26 14:03:32,SA-23/TEMPERATURE,28.92
2024-10-26 14:03:39,SA-23/TEMPERATURE,29.85
2024-10-26 14:03:40,SA-23/TEMPERATURE,28.92
2024-10-26 14:03:42,SA-23/TEMPERATURE,29.39
2024-10-26 14:03:46,SA-23/TEMPERATURE,28.92
2024-10-26 14:03:48,SA-23/TEMPERATURE,29.85
2024-10-26 14:03:50,SA-23/TEMPERATURE,28.92
2024-10-26 14:03:53,SA-23/TEMPERATURE,29.39
2024-10-26 14:03:54,SA-23/TEMPERATURE,29.85
2024-10-26 14:04:00,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:02,SA-23/TEMPERATURE,29.85
2024-10-26 14:04:06,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:08,SA-23/TEMPERATURE,28.92
2024-10-26 14:04:10,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:15,SA-23/TEMPERATURE,29.85
2024-10-26 14:04:18,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:20,SA-23/TEMPERATURE,29.85
2024-10-26 14:04:22,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:26,SA-23/TEMPERATURE,28.92
2024-10-26 14:04:28,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:30,SA-23/TEMPERATURE,28.92
2024-10-26 14:04:34,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:38,SA-23/TEMPERATURE,28.92
2024-10-26 14:04:40,SA-23/TEMPERATURE,29.85
2024-10-26 14:04:42,SA-23/TEMPERATURE,28.92
2024-10-26 14:04:46,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:48,SA-23/TEMPERATURE,29.85
2024-10-26 14:04:50,SA-23/TEMPERATURE,28.92
2024-10-26 14:04:52,SA-23/TEMPERATURE,29.39
2024-10-26 14:04:54,SA-23/TEMPERATURE,29.85
2024-10-26 14:04:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:04:58,SA-23/TEMPERATURE,29.39
2024-10-26 14:05:00,SA-23/TEMPERATURE,29.85
2024-10-26 14:05:08,SA-23/TEMPERATURE,29.39
2024-10-26 14:05:10,SA-23/TEMPERATURE,29.85
2024-10-26 14:05:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:05:18,SA-23/TEMPERATURE,29.39
2024-10-26 14:05:20,SA-23/TEMPERATURE,28.92
2024-10-26 14:05:22,SA-23/TEMPERATURE,29.85
2024-10-26 14:05:24,SA-23/TEMPERATURE,29.39
2024-10-26 14:05:26,SA-23/TEMPERATURE,28.92
2024-10-26 14:05:28,SA-23/TEMPERATURE,29.39
2024-10-26 14:05:30,SA-23/TEMPERATURE,28.92
2024-10-26 14:05:34,SA-23/TEMPERATURE,29.85
2024-10-26 14:05:36,SA-23/TEMPERATURE,28.92
2024-10-26 14:05:46,SA-23/TEMPERATURE,29.85
2024-10-26 14:05:48,SA-23/TEMPERATURE,28.92
2024-10-26 14:05:52,SA-23/TEMPERATURE,29.39
2024-10-26 14:05:54,SA-23/TEMPERATURE,29.85
2024-10-26 14:05:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:05:58,SA-23/TEMPERATURE,29.39
2024-10-26 14:06:00,SA-23/TEMPERATURE,29.85
2024-10-26 14:06:04,SA-23/TEMPERATURE,29.39
2024-10-26 14:06:08,SA-23/TEMPERATURE,29.85
2024-10-26 14:06:10,SA-23/TEMPERATURE,29.39
2024-10-26 14:06:18,SA-23/TEMPERATURE,28.92
2024-10-26 14:06:20,SA-23/TEMPERATURE,29.85
2024-10-26 14:06:23,SA-23/TEMPERATURE,29.39
2024-10-26 14:06:24,SA-23/TEMPERATURE,29.85
2024-10-26 14:06:36,SA-23/TEMPERATURE,28.92
2024-10-26 14:06:40,SA-23/TEMPERATURE,29.39
2024-10-26 14:06:42,SA-23/TEMPERATURE,28.92
2024-10-26 14:06:44,SA-23/TEMPERATURE,29.85
2024-10-26 14:06:48,SA-23/TEMPERATURE,29.39
2024-10-26 14:06:50,SA-23/TEMPERATURE,29.85
2024-10-26 14:06:52,SA-23/TEMPERATURE,28.92
2024-10-26 14:06:54,SA-23/TEMPERATURE,29.85
2024-10-26 14:06:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:06:58,SA-23/TEMPERATURE,29.39
2024-10-26 14:07:00,SA-23/TEMPERATURE,29.85
2024-10-26 14:07:02,SA-23/TEMPERATURE,28.92
2024-10-26 14:07:04,SA-23/TEMPERATURE,29.39
2024-10-26 14:07:06,SA-23/TEMPERATURE,29.85
2024-10-26 14:07:10,SA-23/TEMPERATURE,28.92
2024-10-26 14:07:12,SA-23/TEMPERATURE,29.39
2024-10-26 14:07:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:07:38,SA-23/TEMPERATURE,29.39
2024-10-26 14:07:40,SA-23/TEMPERATURE,28.92
2024-10-26 14:07:56,SA-23/TEMPERATURE,29.39
2024-10-26 14:07:58,SA-23/TEMPERATURE,28.92
2024-10-26 14:08:02,SA-23/TEMPERATURE,29.39
2024-10-26 14:08:04,SA-23/TEMPERATURE,28.92
2024-10-26 14:08:08,SA-23/TEMPERATURE,29.39
2024-10-26 14:08:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:08:24,SA-23/TEMPERATURE,29.39
2024-10-26 14:08:26,SA-23/TEMPERATURE,28.92
2024-10-26 14:08:28,SA-23/TEMPERATURE,29.85
2024-10-26 14:08:32,SA-23/TEMPERATURE,28.92
2024-10-26 14:08:36,SA-23/TEMPERATURE,29.85
2024-10-26 14:08:36,SA-23/TEMPERATURE,29.39
2024-10-26 14:08:38,SA-23/TEMPERATURE,28.92
2024-10-26 14:08:40,SA-23/TEMPERATURE,29.39
2024-10-26 14:08:42,SA-23/TEMPERATURE,28.92
2024-10-26 14:08:48,SA-23/TEMPERATURE,29.85
2024-10-26 14:08:50,SA-23/TEMPERATURE,28.92
2024-10-26 14:08:54,SA-23/TEMPERATURE,29.39
2024-10-26 14:08:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:09:06,SA-23/TEMPERATURE,29.85
2024-10-26 14:09:08,SA-23/TEMPERATURE,28.92
2024-10-26 14:09:10,SA-23/TEMPERATURE,29.39
2024-10-26 14:09:12,SA-23/TEMPERATURE,28.92
